tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
55.90645980834961,0.6197263598442078,0.9859375,0.8875000000000001,1.1328125,0.946875,0.581250011920929,0.7359374761581421,0.8062499761581421
