tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
137.8523712158203,0.5850133299827576,0.9703125,0.8093750000000001,1.028125,0.8859375,0.5765625238418579,0.745312511920929,0.801562488079071
