tmr/fid,tmr/tmr_score,tmr/precision,tmr/recall,tmr/density,tmr/coverage,tmr/R1,tmr/R2,tmr/R3
90.79896545410156,0.6463015079498291,0.9750000000000001,0.8656250000000001,1.0802083333333332,0.9281250000000001,0.6421874761581421,0.7890625,0.864062488079071
